output_dir ./models/train_dataset
Map: 100%|███████████████████████████████████████████████████████████████████| 64359/64359 [00:46<00:00, 1396.08 examples/s]
Map: 100%|████████████████████████████████████████████████████████████████████████| 240/240 [00:00<00:00, 497.77 examples/s]
10/23/2024 15:22:22 - WARNING - accelerate.utils.other -   Detected kernel version 5.4.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
                                                                                                                            
{'loss': 0.9401, 'grad_norm': 34.19237518310547, 'learning_rate': 1.9999935338759674e-05, 'epoch': 0.0}
{'loss': 0.4782, 'grad_norm': 8.179755210876465, 'learning_rate': 1.6953134175679626e-05, 'epoch': 0.77}
{'loss': 0.4281, 'grad_norm': 9.80864429473877, 'learning_rate': 1.6927243535095995e-05, 'epoch': 0.77}
{'loss': 0.44, 'grad_norm': 8.162731170654297, 'learning_rate': 1.6901263309680557e-05, 'epoch': 0.77}
{'loss': 0.3877, 'grad_norm': 7.211876392364502, 'learning_rate': 1.687519383541603e-05, 'epoch': 0.78}
{'loss': 0.3595, 'grad_norm': 8.535178184509277, 'learning_rate': 1.6849035449439324e-05, 'epoch': 0.78}
{'loss': 0.5233, 'grad_norm': 10.810091018676758, 'learning_rate': 1.6822788490037178e-05, 'epoch': 0.78}
{'loss': 0.4704, 'grad_norm': 7.302624225616455, 'learning_rate': 1.6796453296641776e-05, 'epoch': 0.79}
{'loss': 0.3461, 'grad_norm': 7.416294574737549, 'learning_rate': 1.6770030209826374e-05, 'epoch': 0.79}
{'loss': 0.3474, 'grad_norm': 6.782642364501953, 'learning_rate': 1.674351957130089e-05, 'epoch': 0.79}
{'loss': 0.4892, 'grad_norm': 9.629322052001953, 'learning_rate': 1.6716921723907472e-05, 'epoch': 0.8}
{'loss': 0.4046, 'grad_norm': 11.031146049499512, 'learning_rate': 1.669023701161608e-05, 'epoch': 0.8}
{'loss': 0.3887, 'grad_norm': 7.746534824371338, 'learning_rate': 1.6663465779520042e-05, 'epoch': 0.8}
{'loss': 0.4496, 'grad_norm': 5.503256320953369, 'learning_rate': 1.6636608373831562e-05, 'epoch': 0.81}
{'loss': 0.5145, 'grad_norm': 5.4263739585876465, 'learning_rate': 1.660966514187728e-05, 'epoch': 0.81}
{'loss': 0.4991, 'grad_norm': 7.144956111907959, 'learning_rate': 1.6582636432093747e-05, 'epoch': 0.81}
{'loss': 0.3833, 'grad_norm': 7.998727798461914, 'learning_rate': 1.655552259402295e-05, 'epoch': 0.82}
{'loss': 0.4526, 'grad_norm': 8.749279975891113, 'learning_rate': 1.6528323978307765e-05, 'epoch': 0.82}
{'loss': 0.4588, 'grad_norm': 5.836834907531738, 'learning_rate': 1.6501040936687444e-05, 'epoch': 0.82}
{'loss': 0.4191, 'grad_norm': 5.656417369842529, 'learning_rate': 1.647367382199304e-05, 'epoch': 0.83}
{'loss': 0.4235, 'grad_norm': 8.37368392944336, 'learning_rate': 1.644622298814288e-05, 'epoch': 0.83}
{'loss': 0.4011, 'grad_norm': 5.942513465881348, 'learning_rate': 1.6418688790137944e-05, 'epoch': 0.83}
{'loss': 0.3578, 'grad_norm': 9.416919708251953, 'learning_rate': 1.6391071584057322e-05, 'epoch': 0.84}
{'loss': 0.3822, 'grad_norm': 12.64497184753418, 'learning_rate': 1.6363371727053567e-05, 'epoch': 0.84}
{'loss': 0.3218, 'grad_norm': 5.799931049346924, 'learning_rate': 1.6335589577348102e-05, 'epoch': 0.84}
{'loss': 0.4701, 'grad_norm': 11.233624458312988, 'learning_rate': 1.6307725494226586e-05, 'epoch': 0.85}
{'loss': 0.4771, 'grad_norm': 10.384234428405762, 'learning_rate': 1.627977983803424e-05, 'epoch': 0.85}
{'loss': 0.373, 'grad_norm': 9.449310302734375, 'learning_rate': 1.625175297017124e-05, 'epoch': 0.86}
{'loss': 0.417, 'grad_norm': 7.841827869415283, 'learning_rate': 1.6223645253087978e-05, 'epoch': 0.86}
{'loss': 0.4856, 'grad_norm': 12.603154182434082, 'learning_rate': 1.619545705028043e-05, 'epoch': 0.86}
{'loss': 0.4079, 'grad_norm': 5.210507869720459, 'learning_rate': 1.6167188726285433e-05, 'epoch': 0.87}
{'loss': 0.4181, 'grad_norm': 12.411470413208008, 'learning_rate': 1.6138840646675955e-05, 'epoch': 0.87}
{'loss': 0.4595, 'grad_norm': 13.32052993774414, 'learning_rate': 1.6110413178056398e-05, 'epoch': 0.87}
{'loss': 0.3984, 'grad_norm': 10.661083221435547, 'learning_rate': 1.6081906688057842e-05, 'epoch': 0.88}
{'loss': 0.4269, 'grad_norm': 9.030522346496582, 'learning_rate': 1.605332154533328e-05, 'epoch': 0.88}
{'loss': 0.3657, 'grad_norm': 5.012109756469727, 'learning_rate': 1.6024658119552877e-05, 'epoch': 0.88}
{'loss': 0.4266, 'grad_norm': 7.96541166305542, 'learning_rate': 1.599591678139916e-05, 'epoch': 0.89}
{'loss': 0.3656, 'grad_norm': 8.161567687988281, 'learning_rate': 1.5967097902562242e-05, 'epoch': 0.89}
{'loss': 0.4502, 'grad_norm': 10.799927711486816, 'learning_rate': 1.5938201855735017e-05, 'epoch': 0.89}
{'loss': 0.3665, 'grad_norm': 2.4914095401763916, 'learning_rate': 1.5909229014608333e-05, 'epoch': 0.9}
{'loss': 0.4256, 'grad_norm': 8.24903678894043, 'learning_rate': 1.588017975386615e-05, 'epoch': 0.9}
{'loss': 0.4979, 'grad_norm': 11.82812213897705, 'learning_rate': 1.585105444918072e-05, 'epoch': 0.9}
{'loss': 0.3294, 'grad_norm': 3.9457547664642334, 'learning_rate': 1.582185347720771e-05, 'epoch': 0.91}
{'loss': 0.4547, 'grad_norm': 9.276434898376465, 'learning_rate': 1.579257721558133e-05, 'epoch': 0.91}
{'loss': 0.5017, 'grad_norm': 12.39557933807373, 'learning_rate': 1.5763226042909455e-05, 'epoch': 0.91}
{'loss': 0.3699, 'grad_norm': 13.554333686828613, 'learning_rate': 1.5733800338768735e-05, 'epoch': 0.92}
{'loss': 0.4538, 'grad_norm': 6.132887840270996, 'learning_rate': 1.5704300483699677e-05, 'epoch': 0.92}
{'loss': 0.4832, 'grad_norm': 7.738699436187744, 'learning_rate': 1.5674726859201723e-05, 'epoch': 0.92}
{'loss': 0.4048, 'grad_norm': 8.695306777954102, 'learning_rate': 1.564507984772832e-05, 'epoch': 0.93}
{'loss': 0.4049, 'grad_norm': 6.236993312835693, 'learning_rate': 1.5615359832681977e-05, 'epoch': 0.93}
{'loss': 0.3423, 'grad_norm': 8.142267227172852, 'learning_rate': 1.55855671984093e-05, 'epoch': 0.93}
{'loss': 0.4045, 'grad_norm': 12.115424156188965, 'learning_rate': 1.5555702330196024e-05, 'epoch': 0.94}
{'loss': 0.4438, 'grad_norm': 10.552367210388184, 'learning_rate': 1.5525765614262036e-05, 'epoch': 0.94}
{'loss': 0.3792, 'grad_norm': 12.617416381835938, 'learning_rate': 1.5495757437756372e-05, 'epoch': 0.94}
{'loss': 0.3707, 'grad_norm': 7.855308532714844, 'learning_rate': 1.5465678188752212e-05, 'epoch': 0.95}
{'loss': 0.4337, 'grad_norm': 11.718938827514648, 'learning_rate': 1.5435528256241868e-05, 'epoch': 0.95}
{'loss': 0.3939, 'grad_norm': 8.057916641235352, 'learning_rate': 1.540530803013175e-05, 'epoch': 0.95}
{'loss': 0.4319, 'grad_norm': 7.815751552581787, 'learning_rate': 1.5375017901237307e-05, 'epoch': 0.96}
{'loss': 0.4359, 'grad_norm': 8.425935745239258, 'learning_rate': 1.5344658261278013e-05, 'epoch': 0.96}
{'loss': 0.4649, 'grad_norm': 12.316150665283203, 'learning_rate': 1.5314229502872255e-05, 'epoch': 0.96}
{'loss': 0.4565, 'grad_norm': 8.172672271728516, 'learning_rate': 1.528373201953229e-05, 'epoch': 0.97}
{'loss': 0.4356, 'grad_norm': 6.610358238220215, 'learning_rate': 1.5253166205659136e-05, 'epoch': 0.97}
{'loss': 0.3357, 'grad_norm': 7.85870885848999, 'learning_rate': 1.5222532456537482e-05, 'epoch': 0.98}
{'loss': 0.3896, 'grad_norm': 7.4085307121276855, 'learning_rate': 1.5191831168330567e-05, 'epoch': 0.98}
{'loss': 0.5307, 'grad_norm': 9.945383071899414, 'learning_rate': 1.5161062738075068e-05, 'epoch': 0.98}
{'loss': 0.5018, 'grad_norm': 14.137874603271484, 'learning_rate': 1.5130227563675957e-05, 'epoch': 0.99}
{'loss': 0.4711, 'grad_norm': 6.525568962097168, 'learning_rate': 1.5099326043901361e-05, 'epoch': 0.99}
{'loss': 0.3436, 'grad_norm': 8.695939064025879, 'learning_rate': 1.5068358578377396e-05, 'epoch': 0.99}
{'loss': 0.336, 'grad_norm': 3.2110233306884766, 'learning_rate': 1.503732556758301e-05, 'epoch': 1.0}
{'loss': 0.4489, 'grad_norm': 15.979921340942383, 'learning_rate': 1.5006227412844796e-05, 'epoch': 1.0}
{'loss': 0.3377, 'grad_norm': 6.602088928222656, 'learning_rate': 1.4975064516331806e-05, 'epoch': 1.0}
{'loss': 0.3486, 'grad_norm': 9.136998176574707, 'learning_rate': 1.4943837281050348e-05, 'epoch': 1.01}
{'loss': 0.2766, 'grad_norm': 6.319858551025391, 'learning_rate': 1.4912546110838775e-05, 'epoch': 1.01}
{'loss': 0.284, 'grad_norm': 9.688165664672852, 'learning_rate': 1.4881191410362263e-05, 'epoch': 1.01}
{'loss': 0.3843, 'grad_norm': 5.0980072021484375, 'learning_rate': 1.4849773585107574e-05, 'epoch': 1.02}
{'loss': 0.4274, 'grad_norm': 15.689594268798828, 'learning_rate': 1.4818293041377823e-05, 'epoch': 1.02}
{'loss': 0.285, 'grad_norm': 11.331829071044922, 'learning_rate': 1.4786750186287206e-05, 'epoch': 1.02}
{'loss': 0.3079, 'grad_norm': 4.9522528648376465, 'learning_rate': 1.4755145427755755e-05, 'epoch': 1.03}
{'loss': 0.2819, 'grad_norm': 5.0819525718688965, 'learning_rate': 1.4723479174504039e-05, 'epoch': 1.03}
{'loss': 0.2684, 'grad_norm': 5.334250450134277, 'learning_rate': 1.4691751836047907e-05, 'epoch': 1.03}
{'loss': 0.2581, 'grad_norm': 3.201107978820801, 'learning_rate': 1.465996382269317e-05, 'epoch': 1.04}
{'loss': 0.2996, 'grad_norm': 4.226321697235107, 'learning_rate': 1.4628115545530297e-05, 'epoch': 1.04}
{'loss': 0.305, 'grad_norm': 7.965327739715576, 'learning_rate': 1.4596207416429119e-05, 'epoch': 1.04}
{'loss': 0.403, 'grad_norm': 15.733927726745605, 'learning_rate': 1.4564239848033466e-05, 'epoch': 1.05}
{'loss': 0.258, 'grad_norm': 7.234628677368164, 'learning_rate': 1.4532213253755865e-05, 'epoch': 1.05}
{'loss': 0.3031, 'grad_norm': 10.86694622039795, 'learning_rate': 1.4500128047772184e-05, 'epoch': 1.05}
{'loss': 0.2651, 'grad_norm': 8.966865539550781, 'learning_rate': 1.4467984645016259e-05, 'epoch': 1.06}
{'loss': 0.3151, 'grad_norm': 10.480374336242676, 'learning_rate': 1.4435783461174552e-05, 'epoch': 1.06}
{'loss': 0.357, 'grad_norm': 6.667980670928955, 'learning_rate': 1.440352491268076e-05, 'epoch': 1.06}
{'loss': 0.3415, 'grad_norm': 12.037657737731934, 'learning_rate': 1.4371209416710432e-05, 'epoch': 1.07}
{'loss': 0.3759, 'grad_norm': 11.638312339782715, 'learning_rate': 1.4338837391175582e-05, 'epoch': 1.07}
{'loss': 0.2863, 'grad_norm': 7.181384563446045, 'learning_rate': 1.4306409254719274e-05, 'epoch': 1.07}
{'loss': 0.3255, 'grad_norm': 9.626870155334473, 'learning_rate': 1.4273925426710209e-05, 'epoch': 1.08}
{'loss': 0.3791, 'grad_norm': 5.014713764190674, 'learning_rate': 1.4241386327237312e-05, 'epoch': 1.08}
{'loss': 0.2488, 'grad_norm': 3.9774656295776367, 'learning_rate': 1.4208792377104291e-05, 'epoch': 1.09}
{'loss': 0.2385, 'grad_norm': 4.362680912017822, 'learning_rate': 1.4176143997824188e-05, 'epoch': 1.09}
{'loss': 0.2921, 'grad_norm': 8.558578491210938, 'learning_rate': 1.4143441611613951e-05, 'epoch': 1.09}
{'loss': 0.3737, 'grad_norm': 8.704507827758789, 'learning_rate': 1.4110685641388946e-05, 'epoch': 1.1}
{'loss': 0.3076, 'grad_norm': 9.738884925842285, 'learning_rate': 1.4077876510757502e-05, 'epoch': 1.1}
{'loss': 0.2918, 'grad_norm': 6.427880764007568, 'learning_rate': 1.4045014644015445e-05, 'epoch': 1.1}
{'loss': 0.3516, 'grad_norm': 8.207771301269531, 'learning_rate': 1.4012100466140579e-05, 'epoch': 1.11}
{'loss': 0.2955, 'grad_norm': 9.29268741607666, 'learning_rate': 1.3979134402787224e-05, 'epoch': 1.11}
{'loss': 0.2687, 'grad_norm': 13.619437217712402, 'learning_rate': 1.3946116880280682e-05, 'epoch': 1.11}
{'loss': 0.2891, 'grad_norm': 7.863667011260986, 'learning_rate': 1.391304832561175e-05, 'epoch': 1.12}
{'loss': 0.3608, 'grad_norm': 12.478100776672363, 'learning_rate': 1.3879929166431181e-05, 'epoch': 1.12}
{'loss': 0.3119, 'grad_norm': 11.232093811035156, 'learning_rate': 1.384675983104415e-05, 'epoch': 1.12}
{'loss': 0.3387, 'grad_norm': 10.684042930603027, 'learning_rate': 1.3813540748404734e-05, 'epoch': 1.13}
{'loss': 0.3342, 'grad_norm': 7.9431071281433105, 'learning_rate': 1.3780272348110356e-05, 'epoch': 1.13}
{'loss': 0.296, 'grad_norm': 9.802122116088867, 'learning_rate': 1.3746955060396215e-05, 'epoch': 1.13}
{'loss': 0.3124, 'grad_norm': 7.018115997314453, 'learning_rate': 1.3713589316129738e-05, 'epoch': 1.14}
{'loss': 0.3464, 'grad_norm': 5.420332431793213, 'learning_rate': 1.3680175546805014e-05, 'epoch': 1.14}
{'loss': 0.307, 'grad_norm': 16.149301528930664, 'learning_rate': 1.3646714184537192e-05, 'epoch': 1.14}
{'loss': 0.2589, 'grad_norm': 9.367505073547363, 'learning_rate': 1.3613205662056912e-05, 'epoch': 1.15}
{'loss': 0.3203, 'grad_norm': 8.395180702209473, 'learning_rate': 1.3579650412704697e-05, 'epoch': 1.15}
{'loss': 0.3175, 'grad_norm': 8.364388465881348, 'learning_rate': 1.3546048870425356e-05, 'epoch': 1.15}
{'loss': 0.28, 'grad_norm': 5.103322505950928, 'learning_rate': 1.3512401469762373e-05, 'epoch': 1.16}
{'loss': 0.3216, 'grad_norm': 11.420318603515625, 'learning_rate': 1.3478708645852272e-05, 'epoch': 1.16}
{'loss': 0.2742, 'grad_norm': 5.587301254272461, 'learning_rate': 1.3444970834419018e-05, 'epoch': 1.16}
{'loss': 0.2792, 'grad_norm': 10.901406288146973, 'learning_rate': 1.3411188471768354e-05, 'epoch': 1.17}
{'loss': 0.297, 'grad_norm': 6.991617679595947, 'learning_rate': 1.3377361994782175e-05, 'epoch': 1.17}
{'loss': 0.3291, 'grad_norm': 8.185606002807617, 'learning_rate': 1.3343491840912867e-05, 'epoch': 1.17}
{'loss': 0.2738, 'grad_norm': 10.98369026184082, 'learning_rate': 1.3309578448177674e-05, 'epoch': 1.18}
{'loss': 0.2701, 'grad_norm': 8.831253051757812, 'learning_rate': 1.3275622255152994e-05, 'epoch': 1.18}
{'loss': 0.3674, 'grad_norm': 5.276957035064697, 'learning_rate': 1.3241623700968736e-05, 'epoch': 1.18}
{'loss': 0.2497, 'grad_norm': 5.906518459320068, 'learning_rate': 1.3207583225302645e-05, 'epoch': 1.19}
{'loss': 0.353, 'grad_norm': 14.342063903808594, 'learning_rate': 1.3173501268374596e-05, 'epoch': 1.19}
{'loss': 0.32, 'grad_norm': 12.526262283325195, 'learning_rate': 1.3139378270940901e-05, 'epoch': 1.2}
{'loss': 0.2658, 'grad_norm': 7.715651035308838, 'learning_rate': 1.3105214674288637e-05, 'epoch': 1.2}
{'loss': 0.3842, 'grad_norm': 8.870244026184082, 'learning_rate': 1.3071010920229909e-05, 'epoch': 1.2}
{'loss': 0.2713, 'grad_norm': 6.835913181304932, 'learning_rate': 1.3036767451096148e-05, 'epoch': 1.21}
{'loss': 0.3845, 'grad_norm': 2.9988982677459717, 'learning_rate': 1.300248470973239e-05, 'epoch': 1.21}
{'loss': 0.3139, 'grad_norm': 6.581323623657227, 'learning_rate': 1.2968163139491554e-05, 'epoch': 1.21}
{'loss': 0.1931, 'grad_norm': 5.7964701652526855, 'learning_rate': 1.29338031842287e-05, 'epoch': 1.22}
{'loss': 0.2421, 'grad_norm': 12.996847152709961, 'learning_rate': 1.2899405288295293e-05, 'epoch': 1.22}
{'loss': 0.3347, 'grad_norm': 12.26131534576416, 'learning_rate': 1.2864969896533448e-05, 'epoch': 1.22}
{'loss': 0.3011, 'grad_norm': 9.54167366027832, 'learning_rate': 1.2830497454270206e-05, 'epoch': 1.23}
{'loss': 0.3204, 'grad_norm': 8.10847282409668, 'learning_rate': 1.2795988407311735e-05, 'epoch': 1.23}
{'loss': 0.3251, 'grad_norm': 8.527173042297363, 'learning_rate': 1.2761443201937588e-05, 'epoch': 1.23}
{'loss': 0.25, 'grad_norm': 7.5359673500061035, 'learning_rate': 1.2726862284894939e-05, 'epoch': 1.24}
{'loss': 0.296, 'grad_norm': 10.052238464355469, 'learning_rate': 1.269224610339278e-05, 'epoch': 1.24}
{'loss': 0.252, 'grad_norm': 6.516340255737305, 'learning_rate': 1.2657595105096157e-05, 'epoch': 1.24}
{'loss': 0.2094, 'grad_norm': 6.496115207672119, 'learning_rate': 1.2622909738120376e-05, 'epoch': 1.25}
{'loss': 0.441, 'grad_norm': 9.000679016113281, 'learning_rate': 1.2588190451025209e-05, 'epoch': 1.25}
{'loss': 0.3094, 'grad_norm': 8.374899864196777, 'learning_rate': 1.2553437692809087e-05, 'epoch': 1.25}
{'loss': 0.3479, 'grad_norm': 8.275733947753906, 'learning_rate': 1.2518651912903301e-05, 'epoch': 1.26}
{'loss': 0.3284, 'grad_norm': 6.4923529624938965, 'learning_rate': 1.248383356116619e-05, 'epoch': 1.26}
{'loss': 0.254, 'grad_norm': 6.060760498046875, 'learning_rate': 1.244898308787731e-05, 'epoch': 1.26}
{'loss': 0.276, 'grad_norm': 7.478768348693848, 'learning_rate': 1.2414100943731628e-05, 'epoch': 1.27}
{'loss': 0.4143, 'grad_norm': 8.611751556396484, 'learning_rate': 1.2379187579833684e-05, 'epoch': 1.27}
{'loss': 0.2815, 'grad_norm': 3.2489564418792725, 'learning_rate': 1.2344243447691767e-05, 'epoch': 1.27}
{'loss': 0.2727, 'grad_norm': 10.903597831726074, 'learning_rate': 1.2309268999212059e-05, 'epoch': 1.28}
{'loss': 0.2748, 'grad_norm': 6.536306858062744, 'learning_rate': 1.2274264686692795e-05, 'epoch': 1.28}
{'loss': 0.3474, 'grad_norm': 10.524867057800293, 'learning_rate': 1.2239230962818445e-05, 'epoch': 1.28}
{'loss': 0.3064, 'grad_norm': 8.752538681030273, 'learning_rate': 1.2204168280653803e-05, 'epoch': 1.29}
{'loss': 0.3717, 'grad_norm': 4.532404899597168, 'learning_rate': 1.2169077093638175e-05, 'epoch': 1.29}
{'loss': 0.3434, 'grad_norm': 8.881881713867188, 'learning_rate': 1.2133957855579501e-05, 'epoch': 1.29}
{'loss': 0.4021, 'grad_norm': 11.711256980895996, 'learning_rate': 1.2098811020648475e-05, 'epoch': 1.3}
{'loss': 0.2784, 'grad_norm': 8.979281425476074, 'learning_rate': 1.2063637043372692e-05, 'epoch': 1.3}
{'loss': 0.2595, 'grad_norm': 4.5491766929626465, 'learning_rate': 1.2028436378630741e-05, 'epoch': 1.3}
{'loss': 0.3744, 'grad_norm': 5.881620407104492, 'learning_rate': 1.199320948164636e-05, 'epoch': 1.31}
{'loss': 0.3261, 'grad_norm': 8.364538192749023, 'learning_rate': 1.1957956807982514e-05, 'epoch': 1.31}
{'loss': 0.2872, 'grad_norm': 9.707406997680664, 'learning_rate': 1.1922678813535527e-05, 'epoch': 1.32}
{'loss': 0.3603, 'grad_norm': 15.77193546295166, 'learning_rate': 1.1887375954529167e-05, 'epoch': 1.32}
{'loss': 0.2339, 'grad_norm': 9.616229057312012, 'learning_rate': 1.1852048687508775e-05, 'epoch': 1.32}
{'loss': 0.2825, 'grad_norm': 7.239758014678955, 'learning_rate': 1.1816697469335325e-05, 'epoch': 1.33}
{'loss': 0.3297, 'grad_norm': 3.9001665115356445, 'learning_rate': 1.178132275717954e-05, 'epoch': 1.33}
{'loss': 0.319, 'grad_norm': 11.56654167175293, 'learning_rate': 1.1745925008515977e-05, 'epoch': 1.33}
{'loss': 0.3453, 'grad_norm': 5.734479904174805, 'learning_rate': 1.17105046811171e-05, 'epoch': 1.34}
{'loss': 0.275, 'grad_norm': 3.983496904373169, 'learning_rate': 1.1675062233047365e-05, 'epoch': 1.34}
{'loss': 0.343, 'grad_norm': 11.13573932647705, 'learning_rate': 1.163959812265731e-05, 'epoch': 1.34}
{'loss': 0.3587, 'grad_norm': 9.928421020507812, 'learning_rate': 1.1604112808577603e-05, 'epoch': 1.35}
{'loss': 0.3137, 'grad_norm': 10.564290046691895, 'learning_rate': 1.1568606749713132e-05, 'epoch': 1.35}
{'loss': 0.2957, 'grad_norm': 8.183595657348633, 'learning_rate': 1.1533080405237054e-05, 'epoch': 1.35}
{'loss': 0.3743, 'grad_norm': 5.659767150878906, 'learning_rate': 1.1497534234584873e-05, 'epoch': 1.36}
{'loss': 0.2665, 'grad_norm': 4.342043399810791, 'learning_rate': 1.1461968697448484e-05, 'epoch': 1.36}
{'loss': 0.255, 'grad_norm': 4.974874019622803, 'learning_rate': 1.1426384253770235e-05, 'epoch': 1.36}
{'loss': 0.2749, 'grad_norm': 2.1156907081604004, 'learning_rate': 1.1390781363736975e-05, 'epoch': 1.37}
{'loss': 0.319, 'grad_norm': 9.055048942565918, 'learning_rate': 1.1355160487774119e-05, 'epoch': 1.37}
{'loss': 0.354, 'grad_norm': 4.626291275024414, 'learning_rate': 1.1319522086539666e-05, 'epoch': 1.37}
{'loss': 0.4141, 'grad_norm': 10.036081314086914, 'learning_rate': 1.1283866620918258e-05, 'epoch': 1.38}
{'loss': 0.2761, 'grad_norm': 6.760434150695801, 'learning_rate': 1.1248194552015228e-05, 'epoch': 1.38}
{'loss': 0.4017, 'grad_norm': 7.5255656242370605, 'learning_rate': 1.1212506341150615e-05, 'epoch': 1.38}
{'loss': 0.2695, 'grad_norm': 8.958529472351074, 'learning_rate': 1.1176802449853222e-05, 'epoch': 1.39}
{'loss': 0.3959, 'grad_norm': 10.799732208251953, 'learning_rate': 1.1141083339854617e-05, 'epoch': 1.39}
{'loss': 0.314, 'grad_norm': 3.6952502727508545, 'learning_rate': 1.11053494730832e-05, 'epoch': 1.39}
{'loss': 0.2725, 'grad_norm': 5.3708720207214355, 'learning_rate': 1.10696013116582e-05, 'epoch': 1.4}
{'loss': 0.2937, 'grad_norm': 12.923152923583984, 'learning_rate': 1.10338393178837e-05, 'epoch': 1.4}
{'loss': 0.3799, 'grad_norm': 10.001983642578125, 'learning_rate': 1.0998063954242688e-05, 'epoch': 1.4}
{'loss': 0.2662, 'grad_norm': 6.743583679199219, 'learning_rate': 1.0962275683391032e-05, 'epoch': 1.41}
{'loss': 0.2997, 'grad_norm': 23.964406967163086, 'learning_rate': 1.092647496815153e-05, 'epoch': 1.41}
{'loss': 0.2576, 'grad_norm': 9.66833782196045, 'learning_rate': 1.0890662271507912e-05, 'epoch': 1.41}
{'loss': 0.362, 'grad_norm': 11.905158042907715, 'learning_rate': 1.085483805659886e-05, 'epoch': 1.42}
{'loss': 0.3693, 'grad_norm': 3.1390392780303955, 'learning_rate': 1.0819002786712002e-05, 'epoch': 1.42}
{'loss': 0.369, 'grad_norm': 8.507964134216309, 'learning_rate': 1.0783156925277938e-05, 'epoch': 1.43}
{'loss': 0.2676, 'grad_norm': 11.14825439453125, 'learning_rate': 1.0747300935864245e-05, 'epoch': 1.43}
{'loss': 0.3888, 'grad_norm': 13.395359992980957, 'learning_rate': 1.0711435282169466e-05, 'epoch': 1.43}
{'loss': 0.3852, 'grad_norm': 10.837922096252441, 'learning_rate': 1.0675560428017138e-05, 'epoch': 1.44}
{'loss': 0.4051, 'grad_norm': 7.83487606048584, 'learning_rate': 1.063967683734977e-05, 'epoch': 1.44}
{'loss': 0.4113, 'grad_norm': 10.314595222473145, 'learning_rate': 1.0603784974222862e-05, 'epoch': 1.44}
{'loss': 0.3373, 'grad_norm': 11.395029067993164, 'learning_rate': 1.0567885302798888e-05, 'epoch': 1.45}
{'loss': 0.3442, 'grad_norm': 10.631210327148438, 'learning_rate': 1.0531978287341302e-05, 'epoch': 1.45}
{'loss': 0.256, 'grad_norm': 9.846277236938477, 'learning_rate': 1.0496064392208543e-05, 'epoch': 1.45}
{'loss': 0.2657, 'grad_norm': 12.14500904083252, 'learning_rate': 1.0460144081848006e-05, 'epoch': 1.46}
{'loss': 0.2807, 'grad_norm': 12.139204978942871, 'learning_rate': 1.042421782079006e-05, 'epoch': 1.46}
{'loss': 0.3121, 'grad_norm': 5.419182300567627, 'learning_rate': 1.0388286073642015e-05, 'epoch': 1.46}
{'loss': 0.3854, 'grad_norm': 10.066821098327637, 'learning_rate': 1.0352349305082148e-05, 'epoch': 1.47}
{'loss': 0.3178, 'grad_norm': 4.005344390869141, 'learning_rate': 1.0316407979853664e-05, 'epoch': 1.47}
{'loss': 0.3347, 'grad_norm': 10.939343452453613, 'learning_rate': 1.028046256275869e-05, 'epoch': 1.47}
{'loss': 0.3217, 'grad_norm': 5.58133602142334, 'learning_rate': 1.0244513518652284e-05, 'epoch': 1.48}
{'loss': 0.2372, 'grad_norm': 2.9373137950897217, 'learning_rate': 1.0208561312436401e-05, 'epoch': 1.48}
{'loss': 0.2573, 'grad_norm': 9.787355422973633, 'learning_rate': 1.0172606409053887e-05, 'epoch': 1.48}
{'loss': 0.3601, 'grad_norm': 9.397660255432129, 'learning_rate': 1.013664927348247e-05, 'epoch': 1.49}
{'loss': 0.2393, 'grad_norm': 10.866669654846191, 'learning_rate': 1.0100690370728756e-05, 'epoch': 1.49}
{'loss': 0.3195, 'grad_norm': 12.960132598876953, 'learning_rate': 1.0064730165822189e-05, 'epoch': 1.49}
{'loss': 0.3574, 'grad_norm': 11.139902114868164, 'learning_rate': 1.0028769123809057e-05, 'epoch': 1.5}
{'loss': 0.2353, 'grad_norm': 6.892482757568359, 'learning_rate': 9.992807709746482e-06, 'epoch': 1.5}
{'loss': 0.2865, 'grad_norm': 6.935881614685059, 'learning_rate': 9.95684638869639e-06, 'epoch': 1.5}
{'loss': 0.2712, 'grad_norm': 6.843658924102783, 'learning_rate': 9.920885625719502e-06, 'epoch': 1.51}
{'loss': 0.249, 'grad_norm': 11.312318801879883, 'learning_rate': 9.884925885869326e-06, 'epoch': 1.51}
{'loss': 0.295, 'grad_norm': 6.954715728759766, 'learning_rate': 9.848967634186142e-06, 'epoch': 1.51}
{'loss': 0.2814, 'grad_norm': 6.131083011627197, 'learning_rate': 9.81301133569098e-06, 'epoch': 1.52}
{'loss': 0.2014, 'grad_norm': 6.063835144042969, 'learning_rate': 9.777057455379607e-06, 'epoch': 1.52}
{'loss': 0.3152, 'grad_norm': 16.96763801574707, 'learning_rate': 9.741106458216529e-06, 'epoch': 1.52}
{'loss': 0.3068, 'grad_norm': 5.493743896484375, 'learning_rate': 9.705158809128955e-06, 'epoch': 1.53}
{'loss': 0.3719, 'grad_norm': 12.47962474822998, 'learning_rate': 9.6692149730008e-06, 'epoch': 1.53}
{'loss': 0.2763, 'grad_norm': 10.201236724853516, 'learning_rate': 9.633275414666671e-06, 'epoch': 1.54}
